107.513;35
87.767;22
77.2308;27
77.0968;32
65.1546;28
74.3154;24
29.4737;37
36.3786;30
29.4737;32
33.5525;29
37.398;24
36.8504;27
33.1624;41
33.1624;35
56.7857;32
80.8969;31
65.6825;17
87.435;2
87.435;12
97.4286;17
97.4286;19
85.6646;16
65.1948;23
99.4286;17
81.3445;17
81.3445;15
71.75;26
72.7027;26
64.7191;29
64.7191;28
34.5455;26
35.2;30
38.7549;23
40.6554;30
37.7676;58
32.8571;25
38.8988;83
55.1825;94
82.6442;73
87.9016;22
69.1667;22
80.4621;25
86.0504;11
85.8337;7
100.817;29
82.3275;37
92.3763;41
81.2015;56
79.0323;42
61.6867;34
76.1368;19
37.0569;50
37.5211;8
37.4194;11
40.7737;23
40.7737;23
56.7327;8
35.4802;52
40.6656;82
57.5083;52
56.0563;7
87.6824;0
87.435;2
97.4286;22
107.314;24
85.6646;24
85.6646;24
108.571;20
88.0808;23
88.3624;33
89.612;31
67.6087;61
60.155;38
64.1322;37
37.4194;48
34.2857;44
36.5217;33
58.9596;35
37.398;45
36.8504;51
34.8718;82
37.0803;83
58.6885;49
71.6258;21
87.435;14
87.435;20
95.0041;21
97.4286;21
85.6646;20
108.571;32
108.571;33
92.0816;37
77.3333;38
74.0845;30
63.8532;28
64.4248;28
36.8;36
38.3234;39
39.1111;34
39.2095;16
37.8202;12
35.7704;20
37.7839;33
37.0803;18
56.8707;9
59.5276;7
73.6134;0
87.435;2
87.435;0
97.4286;0
97.4286;7
85.6646;15
85.6646;16
108.571;20
108.571;24
107.513;36
77.0968;31
71.75;32
62.8099;42
62.8099;47
37.037;43
38.2609;47
37.8589;36
40.5685;29
40.5685;23
40.5761;24
37.3542;48
40.7879;43
54.5223;40
55.1825;0
87.6824;0
98.8018;32
107.513;36
77.4468;29
90.7413;30
66.2857;43
67.7409;45
34.2857;60
36.3786;35
36.3786;28
40.7737;26
40.7737;33
36.8185;33
36.8185;71
33.434;79
54.5223;46
55.1825;1
88.0808;39
77.3529;29
67.6087;25
60.146;31
64.1322;41
40.8856;57
37.0569;42
37.8589;44
36.8992;30
33.2773;26
36.8185;44
37.3542;66
34.8718;89
56.8707;60
75.3746;1
108.571;38
76.4444;42
77.2308;33
77.2308;55
65.1546;32
65.7426;38
34.5455;62
32;43
37.3089;46
37.1223;44
37.1223;41
37.0803;41
57.9008;71
37.2789;91
59.5276;87
55.4625;11
87.9016;0
95.0041;1
95.0041;15
107.314;17
107.314;42
93.594;33
93.594;22
108.571;16
108.571;29
76.4444;38
77.2308;34
77.2308;32
66.8041;41
74.8183;77
40.8856;72
36.3786;36
40.8856;24
38.9196;35
35.5583;37
38.8988;41
38.8988;94
38.8988;102
58.4869;77
56.7389;18
87.6824;0
87.6824;3
87.435;12
97.4286;28
98.8018;31
108.571;40
77.4468;36
77.2308;26
66.8041;29
65.1546;32
32.6199;63
32.381;62
29.4737;46
36.8816;69
36.8816;62
33.1624;57
33.1624;52
33.434;65
59.5276;52
56.0563;6
87.6824;0
99.4286;30
98.8018;35
67.9365;25
77.0968;27
72.809;28
65.1546;40
29.4737;59
40.8856;59
40.6266;47
38.1651;44
34.958;33
36.8504;44
56.7327;54
55.1825;0
87.435;0
87.435;7
87.435;14
97.4286;17
97.4286;17
85.6646;20
85.6646;34
98.8018;35
72;43
77.3529;29
66.8041;34
66.2857;33
40.8856;54
35.8621;112
40.7339;54
40.6554;73
40.6554;105
40.6656;97
55.4625;56
82.0216;22
87.435;26
82.0216;30
97.4286;28
97.4286;29
85.6646;26
85.6646;20
98.8018;14
98.8018;24
99.4286;29
77.0968;39
77.2308;36
66.2857;33
60.155;35
35.8621;44
35.8621;51
40.6266;46
36.2125;57
39.0914;87
56.0563;27
82.0216;32
82.0216;19
77.2308;49
78.9831;51
66.2366;45
68.2602;42
40.7339;100
33.3333;65
38.9776;60
39.0914;81
39.0914;80
55.4625;31
81.3445;78
71.75;57
71.75;52
62.8099;70
66.2366;62
35.3846;51
37.5211;60
35.8333;109
34.2446;63
37.0353;64
38.6368;70
36.2963;79
72;47
71.4286;43
62.2222;32
62.8099;39
35.2;50
40.7339;42
40.6266;56
40.5685;54
37.6331;44
37.3542;50
38.0207;81
40.6656;88
75.3746;73
71.4286;33
71.75;38
62.2222;32
63.0088;29
37.5211;66
34.5455;52
37.037;43
37.3154;41
32.9825;50
35.082;68
36.1783;70
37.6048;86
56.8707;66
88.0808;53
87.9245;30
77.0968;46
62.8099;34
65.7426;46
38.7549;67
37.5211;51
39.0914;87
36.7213;85
35.7746;95
81.3445;57
71.4286;43
71.75;47
62.8099;76
65.7426;76
37.3154;43
35.082;43
35.082;57
37.2789;67
87.435;46
87.435;38
98.0296;80
85.8337;51
85.6646;29
99.9837;30
81.3445;39
88.7273;28
77.2308;31
91.565;30
80.7256;25
80.7494;16
38.3234;15
62.792;11
35.4839;14
39.2095;17
36.0227;14
61.9066;14
35.9538;10
60.3502;10
62.3293;6
62.3293;1
87.435;0
95.0041;0
82.0216;0
90.6723;0
106.264;1
93.0447;10
93.0447;12
108.571;3
107.513;10
87.767;30
77.4468;22
79.0323;26
68.2602;38
74.8183;52
32.6199;29
301.172;254
301.172;254
301.172;254
67.7447;28
91.2821;33
301.172;254
